ts_code,name,keyword,forced,weight,ret,close,pre_close,mark_close,mark_adj_factor,susp_days,variant
605199.SH,葫芦娃,葫芦,False,0.14285714285714285,-0.0024434941967014234,16.33,16.37,16.33,1.005,0,strict
600873.SH,梅花生物,梅花,False,0.14285714285714285,-0.011560693641618491,10.26,10.38,10.26,7.6528,0,strict
600510.SH,黑牡丹,牡丹,False,0.14285714285714285,0.021097046413502074,7.26,7.11,7.26,6.1429,0,strict
600506.SH,香梨股份,香梨,False,0.14285714285714285,-0.006745362563237767,11.78,11.86,11.78,1.327,0,strict
600186.SH,莲花健康,莲花,False,0.14285714285714285,0.0,2.65,2.65,2.65,5.446,0,strict
600123.SH,兰花科创,兰花,False,0.14285714285714285,-0.012014134275618371,13.98,14.15,13.98,8.426,0,strict
002431.SZ,棕榈股份,棕榈,False,0.14285714285714285,0.0032467532467532756,3.09,3.08,3.09,9.844,0,strict
688488.SH,艾迪药业,艾迪,False,0.02631578947368421,0.013111888111888126,11.59,11.44,11.59,1.002,0,extended
605199.SH,葫芦娃,葫芦,False,0.02631578947368421,-0.0024434941967014234,16.33,16.37,16.33,1.005,0,extended
605167.SH,利柏特,利柏,False,0.02631578947368421,-0.0011261261261265032,8.87,8.88,8.87,1.01,0,extended
603866.SH,桃李面包,桃李,False,0.02631578947368421,-0.014594279042615232,16.88,17.13,16.88,3.109,0,extended
603823.SH,百合花,百合,False,0.02631578947368421,-0.004615384615384577,19.41,19.5,19.41,1.5184,0,extended
603737.SH,三棵树,三棵树,False,0.02631578947368421,-0.023809523809523836,123.0,126.0,123.0,3.7,0,extended
603638.SH,艾迪精密,艾迪,False,0.02631578947368421,0.03458925262507706,16.75,16.19,16.75,4.5979,0,extended
603615.SH,茶花股份,茶花,False,0.02631578947368421,-0.0036057692307693845,8.29,8.32,8.29,1.139,0,extended
603580.SH,艾艾精工,艾艾,False,0.02631578947368421,-0.02375000000000005,15.62,16.0,15.62,2.0388,0,extended
603313.SH,梦百合,百合,False,0.02631578947368421,-0.0072202166064982976,11.0,11.08,11.0,1.807,0,extended
603268.SH,松发股份,松发,False,0.02631578947368421,0.008750000000000036,16.14,16.0,16.14,1.426,0,extended
603102.SH,百合股份,百合,False,0.02631578947368421,0.013268156424581123,43.53,42.96,43.53,1.013,0,extended
601233.SH,桐昆股份,桐,False,0.02631578947368421,0.0019267822736031004,15.6,15.57,15.6,3.1766,0,extended
601003.SH,柳钢股份,柳钢,False,0.02631578947368421,0.0,3.77,3.77,3.77,5.5647,0,extended
600884.SH,杉杉股份,杉杉,False,0.02631578947368421,-0.00524383848977461,18.97,19.07,18.97,27.811,0,extended
600873.SH,梅花生物,梅花,False,0.02631578947368421,-0.011560693641618491,10.26,10.38,10.26,7.6528,0,extended
600510.SH,黑牡丹,牡丹,False,0.02631578947368421,0.021097046413502074,7.26,7.11,7.26,6.1429,0,extended
600506.SH,香梨股份,香梨,False,0.02631578947368421,-0.006745362563237767,11.78,11.86,11.78,1.327,0,extended
600493.SH,凤竹纺织,凤竹,False,0.02631578947368421,0.0016750418760469454,5.98,5.97,5.98,2.6475,0,extended
600425.SH,青松建化,青松,False,0.02631578947368421,-0.009828009828009798,4.03,4.07,4.03,6.1286,0,extended
600423.SH,柳化股份,柳化,False,0.02631578947368421,-0.008264462809917217,3.6,3.63,3.6,3.636,0,extended
600186.SH,莲花健康,莲花,False,0.02631578947368421,0.0,2.65,2.65,2.65,5.446,0,extended
600123.SH,兰花科创,兰花,False,0.02631578947368421,-0.012014134275618371,13.98,14.15,13.98,8.426,0,extended
600080.SH,金花股份,金花,False,0.02631578947368421,0.002418379685610539,8.29,8.27,8.29,5.224,0,extended
301111.SZ,粤万年青,万年青,False,0.02631578947368421,-0.004750593824228155,20.95,21.05,20.95,1.006,0,extended
300511.SZ,雪榕生物,榕,False,0.02631578947368421,-0.00985915492957734,7.03,7.1,7.03,3.0,0,extended
300132.SZ,青松股份,青松,False,0.02631578947368421,-0.017743979721166148,7.75,7.89,7.75,6.122,0,extended
300111.SZ,向日葵,向日葵,False,0.02631578947368421,0.02051282051282044,3.98,3.9,3.98,2.244,0,extended
002737.SZ,葵花药业,葵花,False,0.02631578947368421,0.004551096400496446,24.28,24.17,24.28,5.066,0,extended
002577.SZ,雷柏科技,雷柏,False,0.02631578947368421,-0.005331302361005319,13.06,13.13,13.06,2.343,0,extended
002474.SZ,榕基软件,榕,False,0.02631578947368421,-0.016361886429258732,10.22,10.39,10.22,6.273,0,extended
002431.SZ,棕榈股份,棕榈,False,0.02631578947368421,0.0032467532467532756,3.09,3.08,3.09,9.844,0,extended
002050.SZ,三花智控,三花,False,0.02631578947368421,-0.01620553359683785,24.89,25.3,24.89,14.877,0,extended
001300.SZ,三柏硕,三柏,False,0.02631578947368421,-0.009715025906735786,15.29,15.44,15.29,1.0,0,extended
000812.SZ,陕西金叶,金叶,False,0.02631578947368421,0.019858156028368823,7.19,7.05,7.19,7.386,0,extended
000789.SZ,万年青,万年青,False,0.02631578947368421,-0.00666666666666671,8.94,9.0,8.94,6.609,0,extended
000716.SZ,黑芝麻,黑芝麻,False,0.02631578947368421,-0.021118012422360333,7.88,8.05,7.88,3.783,0,extended
000528.SZ,柳工,柳工,False,0.02631578947368421,-0.004838709677419284,6.17,6.2,6.17,12.4325,0,extended
