ts_code,name,keyword,forced,weight,ret,close,pre_close,susp_days,variant
600123.SH,兰花科创,兰花,False,0.25,-0.0042613636363636465,7.01,7.04,0,strict
600186.SH,莲花控股,莲花,False,0.25,0.01737756714060046,12.88,12.66,0,strict
600510.SH,黑牡丹,牡丹,False,0.25,0.011058451816745807,6.4,6.33,0,strict
600873.SH,梅花生物,梅花,False,0.25,-0.009283819628647216,7.47,7.54,0,strict
000812.SZ,陕西金叶,金叶,False,0.0769230769230769,-0.03359173126614989,3.74,3.87,0,extended
002058.SZ,紫竹高科,紫竹,False,0.0769230769230769,0.01920768307322951,16.98,16.66,0,extended
600123.SH,兰花科创,兰花,False,0.0769230769230769,-0.0042613636363636465,7.01,7.04,0,extended
600186.SH,莲花控股,莲花,False,0.0769230769230769,0.01737756714060046,12.88,12.66,0,extended
600425.SH,青松建化,青松,False,0.0769230769230769,0.011111111111111072,3.64,3.6,0,extended
600493.SH,凤竹纺织,凤竹,False,0.0769230769230769,0.027303754266211344,6.02,5.86,0,extended
600510.SH,黑牡丹,牡丹,False,0.0769230769230769,0.011058451816745807,6.4,6.33,0,extended
600873.SH,梅花生物,梅花,False,0.0769230769230769,-0.009283819628647216,7.47,7.54,0,extended
603102.SH,百合股份,百合,False,0.0769230769230769,0.002872737719046059,34.91,34.81,0,extended
603313.SH,梦百合,百合,False,0.0769230769230769,0.009104704097117056,6.65,6.59,0,extended
603615.SH,茶花股份,茶花,False,0.0769230769230769,0.026136957658128734,19.63,19.13,0,extended
603823.SH,百合花,百合,False,0.0769230769230769,0.024593195266272128,55.41,54.08,0,extended
603866.SH,桃李面包,桃李,False,0.0769230769230769,-0.0023980815347720563,4.16,4.17,0,extended
