ts_code,name,keyword,forced,weight,ret,close,pre_close,mark_close,mark_adj_factor,susp_days,variant
605199.SH,葫芦娃,葫芦,False,0.14285714285714285,0.009605122732123883,18.92,18.74,18.92,1.0,0,strict
600873.SH,梅花生物,梅花,False,0.14285714285714285,-0.008756567425569073,5.66,5.71,5.66,7.047,0,strict
600510.SH,黑牡丹,牡丹,False,0.14285714285714285,0.017857142857143016,6.84,6.72,6.84,5.764,0,strict
600506.SH,香梨股份,香梨,False,0.14285714285714285,0.10051546391752586,8.54,7.76,8.54,1.327,0,strict
600186.SH,莲花健康,莲花,False,0.14285714285714285,0.003831417624521327,2.62,2.61,2.62,5.446,0,strict
600123.SH,兰花科创,兰花,False,0.14285714285714285,-0.003696857670979714,5.39,5.41,5.39,7.967,0,strict
002431.SZ,棕榈股份,棕榈,False,0.14285714285714285,0.01230769230769213,3.29,3.25,3.29,9.844,0,strict
688488.SH,艾迪药业,艾迪,False,0.029411764705882353,-0.011727078891258125,18.54,18.76,18.54,1.0,0,extended
605199.SH,葫芦娃,葫芦,False,0.029411764705882353,0.009605122732123883,18.92,18.74,18.92,1.0,0,extended
603866.SH,桃李面包,桃李,False,0.029411764705882353,0.02162516382699864,46.77,45.78,46.77,1.51,0,extended
603823.SH,百合花,百合,False,0.029411764705882353,0.004701141705842904,14.96,14.89,14.96,1.46,0,extended
603737.SH,三棵树,三棵树,False,0.029411764705882353,0.0010170066105428255,177.17,176.99,177.17,2.636,0,extended
603638.SH,艾迪精密,艾迪,False,0.029411764705882353,0.002887391722810495,62.52,62.34,62.52,3.253,0,extended
603615.SH,茶花股份,茶花,False,0.029411764705882353,-0.0046136101499422155,8.63,8.67,8.63,1.127,0,extended
603580.SH,艾艾精工,艾艾,False,0.029411764705882353,-0.0019029495718363432,10.49,10.51,10.49,1.994,0,extended
603313.SH,梦百合,百合,False,0.029411764705882353,-0.001826245760500833,38.26,38.33,38.26,1.373,0,extended
603268.SH,松发股份,松发,False,0.029411764705882353,-0.01540216771249281,17.26,17.53,17.26,1.426,0,extended
601233.SH,桐昆股份,桐,False,0.029411764705882353,0.015000000000000124,22.33,22.0,22.33,3.093,0,extended
601003.SH,柳钢股份,柳钢,False,0.029411764705882353,0.01644245142002987,6.8,6.69,6.8,5.116,0,extended
600884.SH,杉杉股份,杉杉,False,0.029411764705882353,0.028739386022207603,15.75,15.31,15.75,27.286,0,extended
600873.SH,梅花生物,梅花,False,0.029411764705882353,-0.008756567425569073,5.66,5.71,5.66,7.047,0,extended
600589.SH,广东榕泰,榕,False,0.029411764705882353,-0.009771986970684043,3.04,3.07,3.04,4.275,0,extended
600510.SH,黑牡丹,牡丹,False,0.029411764705882353,0.017857142857143016,6.84,6.72,6.84,5.764,0,extended
600506.SH,香梨股份,香梨,False,0.029411764705882353,0.10051546391752586,8.54,7.76,8.54,1.327,0,extended
600493.SH,凤竹纺织,凤竹,False,0.029411764705882353,0.002096436058700357,4.78,4.77,4.78,2.589,0,extended
600425.SH,青松建化,青松,False,0.029411764705882353,-0.024449877750611138,3.99,4.09,3.99,5.899,0,extended
600186.SH,莲花健康,莲花,False,0.029411764705882353,0.003831417624521327,2.62,2.61,2.62,5.446,0,extended
600123.SH,兰花科创,兰花,False,0.029411764705882353,-0.003696857670979714,5.39,5.41,5.39,7.967,0,extended
300511.SZ,雪榕生物,榕,False,0.029411764705882353,0.048484848484848575,10.38,9.9,10.38,2.959,0,extended
300132.SZ,青松股份,青松,False,0.029411764705882353,0.0,21.89,21.89,21.89,6.069,0,extended
300111.SZ,向日葵,向日葵,False,0.029411764705882353,-0.016447368421052544,2.99,3.04,2.99,2.244,0,extended
002737.SZ,葵花药业,葵花,False,0.029411764705882353,-0.0030188679245282124,13.21,13.25,13.21,4.743,0,extended
002577.SZ,雷柏科技,雷柏,False,0.029411764705882353,0.0,10.4,10.4,10.4,2.343,0,extended
002474.SZ,榕基软件,榕,False,0.029411764705882353,0.003868471953578423,5.19,5.17,5.19,6.253,0,extended
002431.SZ,棕榈股份,棕榈,False,0.029411764705882353,0.01230769230769213,3.29,3.25,3.29,9.844,0,extended
002050.SZ,三花智控,三花,False,0.029411764705882353,0.0068661108386463,20.53,20.39,20.53,14.513,0,extended
000812.SZ,陕西金叶,金叶,False,0.029411764705882353,0.013513513513513375,3.75,3.7,3.75,7.386,0,extended
000789.SZ,万年青,万年青,False,0.029411764705882353,-0.015129682997118143,13.67,13.88,13.67,5.844,0,extended
000716.SZ,黑芝麻,黑芝麻,False,0.029411764705882353,0.0,3.15,3.15,3.15,3.783,0,extended
000528.SZ,柳工,柳工,False,0.029411764705882353,-0.007616974972796564,9.12,9.19,9.12,11.716,0,extended
002776.SZ,柏堡龙,柏堡,False,0.029411764705882353,-0.01799485861182515,3.82,3.89,3.82,4.601,0,extended
