ts_code,name,keyword,forced,weight,ret,close,pre_close,susp_days,variant
600123.SH,兰花科创,兰花,False,0.25,-0.005714285714285783,6.96,7.0,0,strict
600186.SH,莲花控股,莲花,False,0.25,0.0,12.61,12.61,0,strict
600510.SH,黑牡丹,牡丹,False,0.25,0.023510971786834034,6.53,6.38,0,strict
600873.SH,梅花生物,梅花,False,0.25,0.0026631158455392434,7.53,7.51,0,strict
000812.SZ,陕西金叶,金叶,False,0.0769230769230769,-0.02813299232736588,3.8,3.91,0,extended
002058.SZ,紫竹高科,紫竹,False,0.0769230769230769,0.0029761904761904656,16.85,16.8,0,extended
600123.SH,兰花科创,兰花,False,0.0769230769230769,-0.005714285714285783,6.96,7.0,0,extended
600186.SH,莲花控股,莲花,False,0.0769230769230769,0.0,12.61,12.61,0,extended
600425.SH,青松建化,青松,False,0.0769230769230769,-0.008333333333333415,3.57,3.6,0,extended
600493.SH,凤竹纺织,凤竹,False,0.0769230769230769,0.008051529790660261,6.26,6.21,0,extended
600510.SH,黑牡丹,牡丹,False,0.0769230769230769,0.023510971786834034,6.53,6.38,0,extended
600873.SH,梅花生物,梅花,False,0.0769230769230769,0.0026631158455392434,7.53,7.51,0,extended
603102.SH,百合股份,百合,False,0.0769230769230769,0.015536723163841915,35.95,35.4,0,extended
603313.SH,梦百合,百合,False,0.0769230769230769,0.008888888888888946,6.81,6.75,0,extended
603615.SH,茶花股份,茶花,False,0.0769230769230769,0.07066381156316925,20.0,18.68,0,extended
603823.SH,百合花,百合,False,0.0769230769230769,-0.03819444444444453,55.4,57.6,0,extended
603866.SH,桃李面包,桃李,False,0.0769230769230769,-0.004784688995215225,4.16,4.18,0,extended
