ts_code,name,keyword,forced,weight,ret,close,pre_close,mark_close,mark_adj_factor,susp_days,variant
603733.SH,仙鹤股份,仙鹤,False,0.09090909090909091,-0.006140765233821677,21.04,21.17,21.04,1.1151,0,strict
603269.SH,海鸥股份,海鸥,False,0.09090909090909091,0.006647673314339908,10.6,10.53,10.6,2.393,0,strict
603116.SH,红蜻蜓,蜻蜓,False,0.09090909090909091,0.04612159329140475,4.99,4.77,4.99,1.8491,0,strict
603029.SH,天鹅股份,天鹅,False,0.09090909090909091,0.03908045977011487,18.08,17.4,18.08,1.368,0,strict
600775.SH,南京熊猫,熊猫,False,0.09090909090909091,0.01114827201783708,9.07,8.97,9.07,1.469,0,strict
300999.SZ,金龙鱼,金龙鱼,False,0.09090909090909091,0.007149518184643933,32.4,32.17,32.4,1.009,0,strict
300898.SZ,熊猫乳品,熊猫,False,0.09090909090909091,-0.007819287576020906,34.26,34.53,34.26,1.05,0,strict
300783.SZ,三只松鼠,松鼠,False,0.09090909090909091,0.03468406593406592,30.13,29.12,30.13,1.0398,0,strict
003011.SZ,海象新材,海象,False,0.09090909090909091,0.03513909224011713,14.14,13.66,14.14,1.521,0,strict
002084.SZ,海鸥住工,海鸥,False,0.09090909090909091,-0.07252747252747249,4.22,4.55,4.22,3.356,0,strict
000572.SZ,海马汽车,海马,False,0.09090909090909091,0.10084033613445365,3.93,3.57,3.93,4.656,0,strict
688721.SH,龙图光罩,龙,False,0.006329113924050633,-0.0014613778705636626,47.83,47.9,47.83,1.0,0,extended
688602.SH,康鹏科技,鹏,False,0.006329113924050633,0.0904761904761906,6.87,6.3,6.87,1.009,0,extended
688575.SH,亚辉龙,龙,False,0.006329113924050633,0.0026402640264024946,15.19,15.15,15.19,1.4707,0,extended
688486.SH,龙迅股份,龙,False,0.006329113924050633,0.007922535211267734,114.5,113.6,114.5,1.506,0,extended
688360.SH,德马科技,马,False,0.006329113924050633,0.033226152197213255,19.28,18.66,19.28,2.056,0,extended
688357.SH,建龙微纳,龙,False,0.006329113924050633,-0.01992187500000009,25.09,25.6,25.09,1.7976,0,extended
688295.SH,中复神鹰,鹰,False,0.006329113924050633,0.010769230769230864,19.71,19.5,19.71,1.007,0,extended
688170.SH,德龙激光,龙,False,0.006329113924050633,0.00544824170381375,20.3,20.19,20.3,1.034,0,extended
688078.SH,龙软科技,龙,False,0.006329113924050633,0.008896210873146737,30.62,30.35,30.62,1.043,0,extended
688077.SH,大地熊,熊,False,0.006329113924050633,0.015677966101694585,23.97,23.6,23.97,1.464,0,extended
688055.SH,龙腾光电,龙,False,0.006329113924050633,0.009316770186335477,3.25,3.22,3.25,1.01,0,extended
688047.SH,龙芯中科,龙,False,0.006329113924050633,-0.013178997280524296,141.52,143.41,141.52,1.0,0,extended
605577.SH,龙版传媒,龙,False,0.006329113924050633,0.014504431909750037,12.59,12.41,12.59,1.0236,0,extended
605499.SH,东鹏饮料,鹏,False,0.006329113924050633,0.02394013008384932,261.33,255.22,261.33,1.3678,0,extended
605378.SH,野马电池,马,False,0.006329113924050633,0.04200869145340391,21.58,20.71,21.58,1.523,0,extended
605318.SH,法狮龙,龙,False,0.006329113924050633,-0.008246114811291005,31.27,31.53,31.27,1.0868,0,extended
605086.SH,龙高股份,龙,False,0.006329113924050633,-0.014057008980866814,25.25,25.61,25.25,1.4797,0,extended
605016.SH,百龙创园,龙,False,0.006329113924050633,-0.013001695873374852,17.46,17.69,17.46,2.5975,0,extended
603969.SH,银龙股份,龙,False,0.006329113924050633,0.01909722222222232,5.87,5.76,5.87,4.7144,0,extended
603949.SH,雪龙集团,龙,False,0.006329113924050633,0.0543417366946779,18.82,17.85,18.82,1.53,0,extended
603906.SH,龙蟠科技,龙,False,0.006329113924050633,0.021119324181626098,9.67,9.47,9.67,2.099,0,extended
603877.SH,太平鸟,鸟,False,0.006329113924050633,0.01799007444168743,16.41,16.12,16.41,1.262,0,extended
603779.SH,威龙股份,龙,False,0.006329113924050633,0.016853932584269815,7.24,7.12,7.24,1.472,0,extended
603767.SH,中马传动,马,False,0.006329113924050633,0.016070124178232392,13.91,13.69,13.91,1.684,0,extended
603733.SH,仙鹤股份,仙鹤,False,0.006329113924050633,-0.006140765233821677,21.04,21.17,21.04,1.1151,0,extended
603729.SH,龙韵股份,龙,False,0.006329113924050633,0.030196629213482984,14.67,14.24,14.67,1.408,0,extended
603686.SH,福龙马,龙,False,0.006329113924050633,-0.0033305578684429404,11.97,12.01,11.97,3.261,0,extended
603668.SH,天马科技,马,False,0.006329113924050633,0.013093289689034338,12.38,12.22,12.38,1.574,0,extended
603530.SH,神马电力,马,False,0.006329113924050633,0.002511511092507357,23.95,23.89,23.95,1.0399,0,extended
603488.SH,展鹏科技,鹏,False,0.006329113924050633,0.01836158192090398,7.21,7.08,7.21,1.6712,0,extended
603380.SH,易德龙,龙,False,0.006329113924050633,0.020873786407766826,21.03,20.6,21.03,1.0787,0,extended
603341.SH,龙旗科技,龙,False,0.006329113924050633,0.04423380726698278,39.66,37.98,39.66,1.012,0,extended
603332.SH,苏州龙杰,龙,False,0.006329113924050633,0.020857473928157733,8.81,8.63,8.81,2.009,0,extended
603269.SH,海鸥股份,海鸥,False,0.006329113924050633,0.006647673314339908,10.6,10.53,10.6,2.393,0,extended
603266.SH,天龙股份,龙,False,0.006329113924050633,0.029380341880341998,19.27,18.72,19.27,2.094,0,extended
603195.SH,公牛集团,牛,False,0.006329113924050633,-0.006365822605743476,70.24,70.69,70.24,2.361,0,extended
603181.SH,皇马科技,马,False,0.006329113924050633,0.0034873583260677243,11.51,11.47,11.51,3.134,0,extended
603178.SH,圣龙股份,龙,False,0.006329113924050633,0.02071907373552717,16.75,16.41,16.75,1.057,0,extended
603158.SH,腾龙股份,龙,False,0.006329113924050633,0.02224969097651419,8.27,8.09,8.27,4.3118,0,extended
603130.SH,云中马,马,False,0.006329113924050633,0.00934163701067603,22.69,22.48,22.69,1.0309,0,extended
603116.SH,红蜻蜓,蜻蜓,False,0.006329113924050633,0.04612159329140475,4.99,4.77,4.99,1.8491,0,extended
603073.SH,彩蝶实业,蝶,False,0.006329113924050633,0.028492008339124464,14.8,14.39,14.8,1.037,0,extended
603051.SH,鹿山新材,鹿,False,0.006329113924050633,0.009210526315789336,23.01,22.8,23.01,1.015,0,extended
603029.SH,天鹅股份,天鹅,False,0.006329113924050633,0.03908045977011487,18.08,17.4,18.08,1.368,0,extended
603021.SH,山东华鹏,鹏,False,0.006329113924050633,0.031746031746031855,3.9,3.78,3.9,2.665,0,extended
603004.SH,鼎龙科技,龙,False,0.006329113924050633,0.016420361247947435,18.57,18.27,18.57,1.0132,0,extended
601828.SH,美凯龙,龙,False,0.006329113924050633,0.023333333333333206,3.07,3.0,3.07,1.215,0,extended
601188.SH,龙江交通,龙,False,0.006329113924050633,-0.005361930294906059,3.71,3.73,3.71,1.297,0,extended
601015.SH,陕西黑猫,猫,False,0.006329113924050633,0.020547945205479534,2.98,2.92,2.98,2.464,0,extended
600993.SH,马应龙,龙,False,0.006329113924050633,0.011039208222306751,26.56,26.27,26.56,12.2644,0,extended
600853.SH,龙建股份,龙,False,0.006329113924050633,0.025000000000000133,3.69,3.6,3.69,3.2425,0,extended
600810.SH,神马股份,马,False,0.006329113924050633,0.010709504685408211,7.55,7.47,7.55,5.0056,0,extended
600775.SH,南京熊猫,熊猫,False,0.006329113924050633,0.01114827201783708,9.07,8.97,9.07,1.469,0,extended
600769.SH,祥龙电业,龙,False,0.006329113924050633,0.025746652935118464,9.96,9.71,9.96,5.58,0,extended
600722.SH,金牛化工,牛,False,0.006329113924050633,0.010288065843621297,4.91,4.86,4.91,5.892,0,extended
600686.SH,金龙汽车,龙,False,0.006329113924050633,0.023809523809523725,12.04,11.76,12.04,13.0849,0,extended
600630.SH,龙头股份,龙,False,0.006329113924050633,0.06892067620286091,8.22,7.69,8.22,3.2031,0,extended
600592.SH,龙溪股份,龙,False,0.006329113924050633,0.030769230769230882,17.42,16.9,17.42,3.5127,0,extended
