ts_code,name,keyword,forced,weight,ret,close,pre_close,mark_close,mark_adj_factor,susp_days,variant
603733.SH,仙鹤股份,仙鹤,False,0.09090909090909091,-0.0075088339222616485,22.47,22.64,22.47,1.1151,0,strict
603269.SH,海鸥股份,海鸥,False,0.09090909090909091,0.0016025641025640969,12.5,12.48,12.5,2.393,0,strict
603116.SH,红蜻蜓,蜻蜓,False,0.09090909090909091,-0.03883495145631044,5.94,6.18,5.94,1.8491,0,strict
603029.SH,天鹅股份,天鹅,False,0.09090909090909091,-0.008018327605956443,17.32,17.46,17.32,1.368,0,strict
600775.SH,南京熊猫,熊猫,False,0.09090909090909091,-0.028959276018099778,10.73,11.05,10.73,1.469,0,strict
300999.SZ,金龙鱼,金龙鱼,False,0.09090909090909091,-0.005334170065892874,31.7,31.87,31.7,1.009,0,strict
300898.SZ,熊猫乳品,熊猫,False,0.09090909090909091,-0.02399999999999991,26.84,27.5,26.84,1.05,0,strict
300783.SZ,三只松鼠,松鼠,False,0.09090909090909091,0.0018587360594795044,26.95,26.9,26.95,1.0398,0,strict
003011.SZ,海象新材,海象,False,0.09090909090909091,-0.010269576379974388,15.42,15.58,15.42,1.521,0,strict
002084.SZ,海鸥住工,海鸥,False,0.09090909090909091,-0.006578947368421129,3.02,3.04,3.02,3.356,0,strict
000572.SZ,海马汽车,海马,False,0.09090909090909091,-0.0383693045563549,4.01,4.17,4.01,4.656,0,strict
688721.SH,龙图光罩,龙,False,0.006329113924050633,-0.031144465290806722,51.64,53.3,51.64,1.0,0,extended
688602.SH,康鹏科技,鹏,False,0.006329113924050633,-0.012987012987012991,6.84,6.93,6.84,1.009,0,extended
688575.SH,亚辉龙,龙,False,0.006329113924050633,-0.0005917159763312307,16.89,16.9,16.89,1.4707,0,extended
688486.SH,龙迅股份,龙,False,0.006329113924050633,-0.07955547715646505,104.36,113.38,104.36,1.506,0,extended
688360.SH,德马科技,马,False,0.006329113924050633,-0.07559848803023927,22.01,23.81,22.01,2.056,0,extended
688357.SH,建龙微纳,龙,False,0.006329113924050633,-0.010442046641141678,28.43,28.73,28.43,1.7976,0,extended
688295.SH,中复神鹰,鹰,False,0.006329113924050633,-0.00729594163246694,21.77,21.93,21.77,1.007,0,extended
688170.SH,德龙激光,龙,False,0.006329113924050633,-0.02670386608210429,24.42,25.09,24.42,1.034,0,extended
688078.SH,龙软科技,龙,False,0.006329113924050633,-0.0279375513557929,35.49,36.51,35.49,1.043,0,extended
688077.SH,大地熊,熊,False,0.006329113924050633,-0.028527370855821133,25.2,25.94,25.2,1.464,0,extended
688055.SH,龙腾光电,龙,False,0.006329113924050633,-0.01832460732984298,3.75,3.82,3.75,1.01,0,extended
688047.SH,龙芯中科,龙,False,0.006329113924050633,0.006661732050333047,136.0,135.1,136.0,1.0,0,extended
605577.SH,龙版传媒,龙,False,0.006329113924050633,-0.01644245142002987,13.16,13.38,13.16,1.0236,0,extended
605499.SH,东鹏饮料,鹏,False,0.006329113924050633,-0.009973941953454912,220.36,222.58,220.36,1.3678,0,extended
605378.SH,野马电池,马,False,0.006329113924050633,-0.02978883861236803,25.73,26.52,25.73,1.523,0,extended
605318.SH,法狮龙,龙,False,0.006329113924050633,0.01658310836868493,26.36,25.93,26.36,1.0868,0,extended
605086.SH,龙高股份,龙,False,0.006329113924050633,-0.007253886010362587,28.74,28.95,28.74,1.4797,0,extended
605016.SH,百龙创园,龙,False,0.006329113924050633,0.022294725394236048,18.8,18.39,18.8,2.5975,0,extended
603969.SH,银龙股份,龙,False,0.006329113924050633,-0.014827018121911006,5.98,6.07,5.98,4.7144,0,extended
603949.SH,雪龙集团,龙,False,0.006329113924050633,0.0006954102920722072,14.39,14.38,14.39,1.53,0,extended
603906.SH,龙蟠科技,龙,False,0.006329113924050633,-0.013524936601859716,11.67,11.83,11.67,2.099,0,extended
603877.SH,太平鸟,鸟,False,0.006329113924050633,0.004569190600522077,15.39,15.32,15.39,1.262,0,extended
603779.SH,威龙股份,龙,False,0.006329113924050633,-0.013483146067415741,8.78,8.9,8.78,1.472,0,extended
603767.SH,中马传动,马,False,0.006329113924050633,-0.06422018348623859,14.28,15.26,14.28,1.684,0,extended
603733.SH,仙鹤股份,仙鹤,False,0.006329113924050633,-0.0075088339222616485,22.47,22.64,22.47,1.1151,0,extended
603729.SH,龙韵股份,龙,False,0.006329113924050633,-0.024550898203592797,16.29,16.7,16.29,1.408,0,extended
603686.SH,福龙马,龙,False,0.006329113924050633,-0.03709677419354851,11.94,12.4,11.94,3.261,0,extended
603668.SH,天马科技,马,False,0.006329113924050633,-0.0007961783439490722,12.55,12.56,12.55,1.574,0,extended
603530.SH,神马电力,马,False,0.006329113924050633,-0.01755014326647575,27.43,27.92,27.43,1.0399,0,extended
603488.SH,展鹏科技,鹏,False,0.006329113924050633,-0.013613861386138626,7.97,8.08,7.97,1.6712,0,extended
603380.SH,易德龙,龙,False,0.006329113924050633,-0.03118983442433576,25.16,25.97,25.16,1.0787,0,extended
603341.SH,龙旗科技,龙,False,0.006329113924050633,-0.020970394736842146,47.62,48.64,47.62,1.012,0,extended
603332.SH,苏州龙杰,龙,False,0.006329113924050633,-0.012526096033402712,9.46,9.58,9.46,2.009,0,extended
603269.SH,海鸥股份,海鸥,False,0.006329113924050633,0.0016025641025640969,12.5,12.48,12.5,2.393,0,extended
603266.SH,天龙股份,龙,False,0.006329113924050633,-0.02841918294849033,16.41,16.89,16.41,2.094,0,extended
603195.SH,公牛集团,牛,False,0.006329113924050633,-0.010329757647993598,74.73,75.51,74.73,2.361,0,extended
603181.SH,皇马科技,马,False,0.006329113924050633,-0.016778523489932806,11.72,11.92,11.72,3.134,0,extended
603178.SH,圣龙股份,龙,False,0.006329113924050633,-0.036674816625916984,19.7,20.45,19.7,1.057,0,extended
603158.SH,腾龙股份,龙,False,0.006329113924050633,-0.03375120540019283,10.02,10.37,10.02,4.3118,0,extended
603130.SH,云中马,马,False,0.006329113924050633,-0.03724819460281259,25.33,26.31,25.33,1.0309,0,extended
603116.SH,红蜻蜓,蜻蜓,False,0.006329113924050633,-0.03883495145631044,5.94,6.18,5.94,1.8491,0,extended
603073.SH,彩蝶实业,蝶,False,0.006329113924050633,-0.008387096774193692,15.37,15.5,15.37,1.037,0,extended
603051.SH,鹿山新材,鹿,False,0.006329113924050633,0.0007668711656443339,26.1,26.08,26.1,1.015,0,extended
603029.SH,天鹅股份,天鹅,False,0.006329113924050633,-0.008018327605956443,17.32,17.46,17.32,1.368,0,extended
603021.SH,山东华鹏,鹏,False,0.006329113924050633,-0.03752759381898463,4.36,4.53,4.36,2.665,0,extended
603004.SH,鼎龙科技,龙,False,0.006329113924050633,-0.03828158230540213,22.61,23.51,22.61,1.0132,0,extended
601828.SH,美凯龙,龙,False,0.006329113924050633,-0.0033003300330032292,3.02,3.03,3.02,1.215,0,extended
601188.SH,龙江交通,龙,False,0.006329113924050633,-0.0030030030030030463,3.32,3.33,3.32,1.297,0,extended
601015.SH,陕西黑猫,猫,False,0.006329113924050633,0.02265372168284796,3.16,3.09,3.16,2.464,0,extended
600993.SH,马应龙,龙,False,0.006329113924050633,-0.00372979693327824,24.04,24.13,24.04,12.2644,0,extended
600853.SH,龙建股份,龙,False,0.006329113924050633,-0.012820512820512664,3.85,3.9,3.85,3.2425,0,extended
600810.SH,神马股份,马,False,0.006329113924050633,-0.00982800982800991,8.06,8.14,8.06,5.0056,0,extended
600775.SH,南京熊猫,熊猫,False,0.006329113924050633,-0.028959276018099778,10.73,11.05,10.73,1.469,0,extended
600769.SH,祥龙电业,龙,False,0.006329113924050633,-0.025000000000000022,10.14,10.4,10.14,5.58,0,extended
600722.SH,金牛化工,牛,False,0.006329113924050633,-0.003597122302158251,5.54,5.56,5.54,5.892,0,extended
600686.SH,金龙汽车,龙,False,0.006329113924050633,-0.026537216828478982,15.04,15.45,15.04,13.0849,0,extended
600630.SH,龙头股份,龙,False,0.006329113924050633,0.013289036544850585,9.15,9.03,9.15,3.2031,0,extended
600592.SH,龙溪股份,龙,False,0.006329113924050633,-0.10010427528675703,17.26,19.18,17.26,3.5127,0,extended
600580.SH,卧龙电驱,龙,False,0.006329113924050633,-0.049745824255628124,26.17,27.54,26.17,7.5075,0,extended
600567.SH,山鹰国际,鹰,False,0.006329113924050633,-0.00591715976331364,1.68,1.69,1.68,4.2141,0,extended
600491.SH,龙元建设,龙,False,0.006329113924050633,0.00982800982800991,4.11,4.07,4.11,10.934,0,extended
600490.SH,鹏欣资源,鹏,False,0.006329113924050633,0.03746397694524495,3.6,3.47,3.6,14.102,0,extended
600388.SH,龙净环保,龙,False,0.006329113924050633,0.0014992503748125774,13.36,13.34,13.36,9.189,0,extended
600352.SH,浙江龙盛,龙,False,0.006329113924050633,0.0,9.32,9.32,9.32,20.9322,0,extended
600232.SH,金鹰股份,鹰,False,0.006329113924050633,0.014754098360655776,6.19,6.1,6.19,3.3229,0,extended
600222.SH,太龙药业,龙,False,0.006329113924050633,-0.00757575757575768,5.24,5.28,5.24,4.121,0,extended
600173.SH,卧龙地产,龙,False,0.006329113924050633,-0.026578073089700838,5.86,6.02,5.86,2.501,0,extended
600159.SH,大龙地产,龙,False,0.006329113924050633,-0.004115226337448541,2.42,2.43,2.42,5.212,0,extended
600125.SH,铁龙物流,龙,False,0.006329113924050633,0.00355239786856143,5.65,5.63,5.65,17.7151,0,extended
600062.SH,华润双鹤,鹤,False,0.006329113924050633,0.00838135149292829,19.25,19.09,19.25,8.6974,0,extended
600059.SH,古越龙山,龙,False,0.006329113924050633,0.0,8.38,8.38,8.38,8.61,0,extended
600057.SH,厦门象屿,象,False,0.006329113924050633,-0.001697792869269965,5.88,5.89,5.88,12.421,0,extended
301533.SZ,威马农机,马,False,0.006329113924050633,-0.028203556100551697,31.7,32.62,31.7,1.015,0,extended
301413.SZ,安培龙,龙,False,0.006329113924050633,-0.05259862241703217,105.91,111.79,105.91,1.306,0,extended
301382.SZ,蜂助手,蜂,False,0.006329113924050633,-0.048337332876242645,55.52,58.34,55.52,1.308,0,extended
301357.SZ,北方长龙,龙,False,0.006329113924050633,0.05787348586810226,39.3,37.15,39.3,1.418,0,extended
301308.SZ,江波龙,龙,False,0.006329113924050633,-0.041088180112570205,102.22,106.6,102.22,1.0117,0,extended
301227.SZ,森鹰窗业,鹰,False,0.006329113924050633,-0.0011487650775415803,17.39,17.41,17.39,1.061,0,extended
301178.SZ,天亿马,马,False,0.006329113924050633,-0.018046405041535096,34.28,34.91,34.28,1.4224,0,extended
