ts_code,name,keyword,forced,weight,ret,close,pre_close,mark_close,mark_adj_factor,susp_days,variant
603733.SH,仙鹤股份,仙鹤,False,0.09090909090909091,0.007019438444924253,18.65,18.52,18.65,1.094,0,strict
603269.SH,海鸥股份,海鸥,False,0.09090909090909091,-0.004676018704074858,14.9,14.97,14.9,1.674,0,strict
603116.SH,红蜻蜓,蜻蜓,False,0.09090909090909091,0.003154574132492094,6.36,6.34,6.36,1.768,0,strict
603029.SH,天鹅股份,天鹅,False,0.09090909090909091,-0.0010005002501249916,19.97,19.99,19.97,1.353,0,strict
600775.SH,南京熊猫,熊猫,False,0.09090909090909091,0.10039370078740162,11.18,10.16,11.18,1.469,0,strict
300999.SZ,金龙鱼,金龙鱼,False,0.09090909090909091,0.004052098408104277,34.69,34.55,34.69,1.005,0,strict
300898.SZ,熊猫乳品,熊猫,False,0.09090909090909091,0.005843071786310494,24.1,23.96,24.1,1.024,0,strict
300783.SZ,三只松鼠,松鼠,False,0.09090909090909091,0.013223140495867813,18.39,18.15,18.39,1.026,0,strict
003011.SZ,海象新材,海象,False,0.09090909090909091,0.022391212505280977,24.2,23.67,24.2,1.4611,0,strict
002084.SZ,海鸥住工,海鸥,False,0.09090909090909091,0.004962779156327368,4.05,4.03,4.05,3.315,0,strict
000572.SZ,海马汽车,海马,False,0.09090909090909091,0.10000000000000009,5.94,5.4,5.94,4.656,0,strict
688602.SH,康鹏科技,鹏,False,0.006211180124223602,0.0048038430744596905,12.55,12.49,12.55,1.0,0,extended
688575.SH,亚辉龙,龙,False,0.006211180124223602,0.0008613264427217437,23.24,23.22,23.24,1.452,0,extended
688486.SH,龙迅股份,龙,False,0.006211180124223602,-0.0004545041359877988,109.96,110.01,109.96,1.003,0,extended
688360.SH,德马科技,马,False,0.006211180124223602,0.0058651026392961825,20.58,20.46,20.58,1.449,0,extended
688357.SH,建龙微纳,龙,False,0.006211180124223602,-0.002349539128863154,55.2,55.33,55.2,1.467,0,extended
688295.SH,中复神鹰,鹰,False,0.006211180124223602,0.0034977264777895645,28.69,28.59,28.69,1.003,0,extended
688170.SH,德龙激光,龙,False,0.006211180124223602,0.013502109704641274,36.03,35.55,36.03,1.021,0,extended
688078.SH,龙软科技,龙,False,0.006211180124223602,0.026789947842579487,43.31,42.18,43.31,1.029,0,extended
688077.SH,大地熊,熊,False,0.006211180124223602,-0.005671077504725841,26.3,26.45,26.3,1.448,0,extended
