ts_code,name,keyword,forced,weight,ret,close,pre_close,mark_close,mark_adj_factor,susp_days,variant
603733.SH,仙鹤股份,仙鹤,False,0.09090909090909091,-0.0017636684303351524,16.98,17.01,16.98,1.094,0,strict
603269.SH,海鸥股份,海鸥,False,0.09090909090909091,0.07915360501567403,13.77,12.76,13.77,1.674,0,strict
603116.SH,红蜻蜓,蜻蜓,False,0.09090909090909091,0.021868787276341894,5.14,5.03,5.14,1.768,0,strict
603029.SH,天鹅股份,天鹅,False,0.09090909090909091,0.001129305477131748,17.73,17.71,17.73,1.353,0,strict
600775.SH,南京熊猫,熊猫,False,0.09090909090909091,0.06950477845351877,12.31,11.51,12.31,1.469,0,strict
300999.SZ,金龙鱼,金龙鱼,False,0.09090909090909091,0.006628787878788067,31.89,31.68,31.89,1.005,0,strict
300898.SZ,熊猫乳品,熊猫,False,0.09090909090909091,0.0076142131979697325,19.85,19.7,19.85,1.024,0,strict
300783.SZ,三只松鼠,松鼠,False,0.09090909090909091,0.010144927536231974,20.91,20.7,20.91,1.026,0,strict
003011.SZ,海象新材,海象,False,0.09090909090909091,-0.020676691729323293,15.63,15.96,15.63,1.4611,0,strict
002084.SZ,海鸥住工,海鸥,False,0.09090909090909091,0.10104529616724722,3.16,2.87,3.16,3.315,0,strict
000572.SZ,海马汽车,海马,False,0.09090909090909091,0.024271844660194164,4.22,4.12,4.22,4.656,0,strict
688602.SH,康鹏科技,鹏,False,0.006097560975609756,0.022248243559719105,8.73,8.54,8.73,1.0,0,extended
688575.SH,亚辉龙,龙,False,0.006097560975609756,-0.00039354584809137005,25.4,25.41,25.4,1.452,0,extended
688486.SH,龙迅股份,龙,False,0.006097560975609756,0.016154916015834075,94.98,93.47,94.98,1.003,0,extended
688360.SH,德马科技,马,False,0.006097560975609756,0.0275175644028105,17.55,17.08,17.55,1.449,0,extended
688357.SH,建龙微纳,龙,False,0.006097560975609756,0.012436548223350385,39.89,39.4,39.89,1.467,0,extended
688295.SH,中复神鹰,鹰,False,0.006097560975609756,0.010780669144981436,27.19,26.9,27.19,1.003,0,extended
688170.SH,德龙激光,龙,False,0.006097560975609756,0.012036434612882285,31.11,30.74,31.11,1.021,0,extended
688078.SH,龙软科技,龙,False,0.006097560975609756,0.007823129251700589,29.63,29.4,29.63,1.029,0,extended
688077.SH,大地熊,熊,False,0.006097560975609756,0.024154589371980784,16.96,16.56,16.96,1.448,0,extended
688055.SH,龙腾光电,龙,False,0.006097560975609756,0.01075268817204278,3.76,3.72,3.76,1.01,0,extended
688047.SH,龙芯中科,龙,False,0.006097560975609756,-0.002831478226908879,102.13,102.42,102.13,1.0,0,extended
605577.SH,龙版传媒,龙,False,0.006097560975609756,-0.03434782608695652,22.21,23.0,22.21,1.018,0,extended
605499.SH,东鹏饮料,鹏,False,0.006097560975609756,0.004095898640161577,183.86,183.11,183.86,1.032,0,extended
605378.SH,野马电池,马,False,0.006097560975609756,-0.011331444759206666,20.94,21.18,20.94,1.053,0,extended
605318.SH,法狮龙,龙,False,0.006097560975609756,-0.0006724949562878502,14.86,14.87,14.86,1.066,0,extended
605086.SH,龙高股份,龙,False,0.006097560975609756,0.0037105751391466324,21.64,21.56,21.64,1.034,0,extended
605016.SH,百龙创园,龙,False,0.006097560975609756,0.013451191391237627,26.37,26.02,26.37,1.976,0,extended
603969.SH,银龙股份,龙,False,0.006097560975609756,0.023297491039426577,5.71,5.58,5.71,4.644,0,extended
603949.SH,雪龙集团,龙,False,0.006097560975609756,0.010224948875255713,14.82,14.67,14.82,1.497,0,extended
603906.SH,龙蟠科技,龙,False,0.006097560975609756,0.005964214711729587,10.12,10.06,10.12,2.099,0,extended
603877.SH,太平鸟,鸟,False,0.006097560975609756,0.009090909090909038,16.65,16.5,16.65,1.217,0,extended
603779.SH,威龙股份,龙,False,0.006097560975609756,0.011213047910295648,9.92,9.81,9.92,1.472,0,extended
603767.SH,中马传动,马,False,0.006097560975609756,0.02501488981536637,17.21,16.79,17.21,1.658,0,extended
603733.SH,仙鹤股份,仙鹤,False,0.006097560975609756,-0.0017636684303351524,16.98,17.01,16.98,1.094,0,extended
603729.SH,龙韵股份,龙,False,0.006097560975609756,0.0425702811244979,25.96,24.9,25.96,1.408,0,extended
603686.SH,福龙马,龙,False,0.006097560975609756,0.04081632653061229,9.18,8.82,9.18,3.159,0,extended
603668.SH,天马科技,马,False,0.006097560975609756,0.0053859964093356805,16.8,16.71,16.8,1.426,0,extended
603530.SH,神马电力,马,False,0.006097560975609756,0.0074428495481126955,18.95,18.81,18.95,1.028,0,extended
603488.SH,展鹏科技,鹏,False,0.006097560975609756,-0.007430997876857748,9.35,9.42,9.35,1.624,0,extended
603380.SH,易德龙,龙,False,0.006097560975609756,0.014344262295082011,19.8,19.52,19.8,1.064,0,extended
603341.SH,龙旗科技,龙,False,0.006097560975609756,0.011014131338320965,48.65,48.12,48.65,1.0,0,extended
603332.SH,苏州龙杰,龙,False,0.006097560975609756,0.03125,7.92,7.68,7.92,1.968,0,extended
603269.SH,海鸥股份,海鸥,False,0.006097560975609756,0.07915360501567403,13.77,12.76,13.77,1.674,0,extended
603266.SH,天龙股份,龙,False,0.006097560975609756,0.042218543046357526,25.18,24.16,25.18,2.073,0,extended
603195.SH,公牛集团,牛,False,0.006097560975609756,0.00562178927982937,103.75,103.17,103.75,1.587,0,extended
603181.SH,皇马科技,马,False,0.006097560975609756,0.011190233977619535,9.94,9.83,9.94,3.09,0,extended
603178.SH,圣龙股份,龙,False,0.006097560975609756,0.03379120879120889,37.63,36.4,37.63,1.053,0,extended
603158.SH,腾龙股份,龙,False,0.006097560975609756,0.023227383863080764,8.37,8.18,8.37,4.212,0,extended
603130.SH,云中马,马,False,0.006097560975609756,-0.000493583415597354,20.25,20.26,20.25,1.009,0,extended
603116.SH,红蜻蜓,蜻蜓,False,0.006097560975609756,0.021868787276341894,5.14,5.03,5.14,1.768,0,extended
603073.SH,彩蝶实业,蝶,False,0.006097560975609756,0.007055805003207238,15.7,15.59,15.7,1.016,0,extended
