date,zoo_strict_ret,zoo_extended_ret,benchmark_ret,zoo_strict_net_ret,zoo_extended_net_ret,zoo_strict_turnover,zoo_extended_turnover,zoo_strict_cost,zoo_extended_cost,zoo_strict_nav,zoo_extended_nav,benchmark_nav,zoo_strict_net_nav,zoo_extended_net_nav
20240116,0.003848573836573009,-0.006402665189295909,0.006576980568011814,0.003848573836573009,-0.006402665189295909,0.0,0.0,0.0,0.0,0.9937764450111736,1.282370824229351,0.659743439132154,0.9937764450111736,1.282370824229351
20240117,-0.032756900843485585,-0.023578309649175656,-0.022275022275022316,-0.032756900843485585,-0.023578309649175656,0.0,0.0,0.0,0.0,0.9612234085413509,1.2521346878506028,0.6450476393296855,0.9612234085413509,1.2521346878506028
20240118,-0.013719615566123191,-0.009472297704793204,0.013948967193195383,-0.013719615566123191,-0.009472297704793204,0.0,0.0,0.0,0.0,0.948035792903005,1.2402740953207836,0.6540453876887433,0.948035792903005,1.2402740953207836
20240119,-0.010063918420487393,-0.014814302878389703,0.0021419828641371375,-0.010063918420487393,-0.014814302878389703,0.0,0.0,0.0,0.0,0.9384948380235271,1.2219002992204808,0.6554463417015406,0.9384948380235271,1.2219002992204808
20240122,-0.05875564702004981,-0.05909538268130504,-0.02106870229007629,-0.05875564702004981,-0.05909538268130504,0.0,0.0,0.0,0.0,0.8833529665904779,1.1496916334396454,0.6416369378611112,0.8833529665904779,1.1496916334396454
20240123,-0.01249881288208543,0.00233849941357159,0.006862133499688117,-0.01249881288208543,0.00233849941357159,0.0,0.0,0.0,0.0,0.8723121031522285,1.1523801866502321,0.6460399361870452,0.8723121031522285,1.1523801866502321
20240124,0.03052264520242256,0.01643853350560056,0.01579925650557601,0.03052264520242256,0.01643853350560056,0.0,0.0,0.0,0.0,0.898937375982523,1.171323626959672,0.6562468868517103,0.898937375982523,1.171323626959672
20240125,0.027504020618835886,0.03370597471248751,0.01707837755413233,0.027504020618835886,0.03370597471248751,0.0,0.0,0.0,0.0,0.9236617681065886,1.210804231510114,0.6674545189540878,0.9236617681065886,1.210804231510114
20240126,-0.004642585279068577,-0.003530561645802408,-0.0017991004497750485,-0.004642585279068577,-0.003530561645802408,0.0,0.0,0.0,0.0,0.9193735895791385,1.206529412529769,0.6662537012288331,0.9193735895791385,1.206529412529769
20240129,-0.036953858489887276,-0.028573250774754106,-0.009011715229798711,-0.036953858489887276,-0.028573250774754106,0.0,0.0,0.0,0.0,0.8853991880504913,1.172054945058439,0.6602496126025594,0.8853991880504913,1.172054945058439
20240130,-0.035454914600758974,-0.0356255897222397,-0.01697484086086687,-0.035454914600758974,-0.0356255897222397,0.0,0.0,0.0,0.0,0.8540074354505798,1.1302997964538648,0.649041980500182,0.8540074354505798,1.1302997964538648
20240131,-0.0578732025382797,-0.04860045263999401,-0.00647548566142464,-0.0578732025382797,-0.04860045263999401,0.0,0.0,0.0,0.0,0.8045832901695515,1.0753667147273138,0.6448391184617904,0.8045832901695515,1.0753667147273138
20240201,-0.01840184242049378,-0.014651964609415234,-0.0012414649286157653,-0.01840184242049378,-0.014651964609415234,0.0,0.0,0.0,0.0,0.789777475249689,1.0596104796809862,0.6440385733116206,0.789777475249689,1.0596104796809862
20240202,-0.0307941422617143,-0.03885911253249122,-0.009322560596643825,-0.0307941422617143,-0.03885911253249122,0.0,0.0,0.0,0.0,0.7654569553217525,1.0184349568104558,0.638034484685347,0.7654569553217525,1.0184349568104558
20240205,-0.08746350823608247,-0.08260091480673463,0.006273525721455453,-0.08746350823608247,-0.08260091480673463,0.0,0.0,0.0,0.0,0.6985074046056018,0.9343112977067549,0.6420372104361961,0.6985074046056018,0.9343112977067549
20240206,-0.00539349937689838,0.021070247669572034,0.032107231920199375,-0.00539349937689838,0.021070247669572034,0.0,0.0,0.0,0.0,0.6947400053541026,0.9539974681499156,0.6626512480530689,0.6947400053541026,0.9539974681499156
20240207,-0.023248627020762764,-0.02062788968261033,0.008758683177287896,-0.023248627020762764,-0.02062788968261033,0.0,0.0,0.0,0.0,0.6785882540932223,0.9343185136194296,0.6684552003918001,0.6785882540932223,0.9343185136194296
20240208,0.06694836160751882,0.06647441245891142,0.006586826347305452,0.06694836160751882,0.06647441245891142,0.0,0.0,0.0,0.0,0.7240186259108702,0.9964267878617646,0.6728581987177341,0.7240186259108702,0.9964267878617646
20240219,0.035909164389292675,0.03496081889684807,0.00803093396787613,0.035909164389292675,0.03496081889684807,0.0,0.0,0.0,0.0,0.7500175297696133,1.0312626843361679,0.6782618784813803,0.7500175297696133,1.0312626843361679
20240220,0.023130892204558967,0.015939085404030842,0.0035408675125407907,0.023130892204558967,0.015939085404030842,0.0,0.0,0.0,0.0,0.7673661044022438,1.0477000683357922,0.68066351393189,0.7673661044022438,1.0477000683357922
20240221,0.03637668295181866,0.01903304724663291,0.01411349603057932,0.03637668295181866,0.01903304724663291,0.0,0.0,0.0,0.0,0.7952803378900564,1.067640993236728,0.6902700557339279,0.7952803378900564,1.067640993236728
20240222,0.017168346192842954,0.02455752629901109,0.00753841693244417,0.017168346192842954,0.02455752629901109,0.0,0.0,0.0,0.0,0.808933986051314,1.0938596150060413,0.6954735992100317,0.808933986051314,1.0938596150060413
20240223,0.02196645915265303,0.027380864527279246,0.0008633093525181046,0.02196645915265303,0.027380864527279246,0.0,0.0,0.0,0.0,0.8267034014131028,1.1238104369363837,0.6960740080726592,0.8267034014131028,1.1238104369363837
20240226,0.016772350442601683,0.01631988739068383,-0.010063254744105743,0.016772350442601683,0.01631988739068383,0.0,0.0,0.0,0.0,0.8405691605736941,1.1421508967156606,0.6890692380086733,0.8405691605736941,1.1421508967156606
20240227,0.03296494293643239,0.027526339169141118,0.011908219575951229,0.03296494293643239,0.027526339169141118,0.0,0.0,0.0,0.0,0.8682784749861309,1.1735901296809945,0.6972748257979139,0.8682784749861309,1.1735901296809945
20240228,-0.062204592266915035,-0.06612935775314743,-0.010332950631458115,-0.062204592266915035,-0.06612935775314743,0.0,0.0,0.0,0.0,0.8142675664754798,1.0959813681397574,0.6900699194463855,0.8142675664754798,1.0959813681397574
20240229,0.037676337869501635,0.03825222773270481,0.01595127610208813,0.037676337869501635,0.03825222773270481,0.0,0.0,0.0,0.0,0.8449461864261868,1.137905097024641,0.7010774152612205,0.8449461864261868,1.137905097024641
20240301,0.00699206562894898,0.009178434593228452,0.007707679132172407,0.00699206562894898,0.009178434593228452,0.0,0.0,0.0,0.0,0.850854105614609,1.1483492845309828,0.7064810950248668,0.850854105614609,1.1483492845309828
20240304,0.00801793672195032,0.004790245729600644,-0.0008498583569404028,0.00801793672195032,0.004790245729600644,0.0,0.0,0.0,0.0,0.8576761999930386,1.1538501597872974,0.7058806861622395,0.8576761999930386,1.1538501597872974
20240305,-0.001190701408736066,-0.013584811775138398,0.008222285228239201,-0.001190701408736066,-0.013584811775138398,0.0,0.0,0.0,0.0,0.8566549637334674,1.1381753225498736,0.7116846385009706,0.8566549637334674,1.1381753225498736
